thresh,npix,tnpix,xmin,xmax,ymin,ymax,x,y,x2,y2,xy,a,b,theta,cxx,cyy,cxy,cflux,flux,cpeak,peak,xcpeak,ycpeak,xpeak,ypeak,flag,RA,Dec,FluxErr,InnerRad,OuterRad,Gain,ReadNoise,Filter

89.91096496582031,58,49,1408,1423,0,4,1416.1749707549602,1.3181187979117561,11.248739481502966,1.3557491601505613,0.5002138387468325,3.357672929763794,1.1534823179244995,0.050391145050525665,0.09038174152374268,0.7499032020568848,-0.06669404357671738,10616.4921875,16967.118460793212,346.4441223144531,527.6243896484375,1416,1,1416,0,2,298.4599041547862,18.645874103740756,810.9880089964477,20.0,30.0,1.5,30,R

89.91096496582031,11,8,2812,2814,7,10,2813.083100657233,8.693879543746833,0.6101097530190349,1.1135070560395088,-0.13940599084713168,1.072163462638855,0.7576822638511658,-1.3178950548171997,1.6873172521591187,0.9245103001594543,0.422488808631897,1097.4078369140625,4273.000480131519,113.6622543334961,160.34869384765625,2813,9,2813,10,0,298.68781631138495,18.634386307691976,1021.511919739429,20.0,30.0,1.5,30,R

89.91096496582031,81,73,535,546,2,11,540.1454171280568,6.242595927697109,7.161903316205649,5.543047819306732,3.194146545941816,3.1060562133789062,1.7485326528549194,0.6613055467605591,0.18792413175106049,0.24280765652656555,-0.21658019721508026,13361.4814453125,13942.424100660242,260.2974853515625,300.19915771484375,539,6,538,5,0,298.3169666946809,18.654463150256642,965.7771525658692,20.0,30.0,1.5,30,R

89.91096496582031,68,63,1855,1863,3,12,1859.3398865059783,7.4455802083702896,4.173466491998887,4.880389560945332,1.345660193246605,2.4327423572540283,1.770768404006958,0.9138308167457581,0.26298969984054565,0.22489571571350098,-0.1450272649526596,11753.6025390625,18128.056315016605,327.6570739746094,386.30389404296875,1859,7,1860,7,0,298.5322672429556,18.64283370448197,994.2463896008253,20.0,30.0,1.5,30,R

89.91096496582031,5,4,2445,2447,19,20,2445.794357902847,19.391503618956396,0.5527296422770265,0.23822853530044086,-0.11913301785855696,0.7699101567268372,0.4451926648616791,-0.3241736888885498,2.0277650356292725,4.704751014709473,2.0280842781066895,468.98468017578125,5478.350471123324,99.95034790039062,127.81158447265625,2446,19,2446,19,0,298.6280357621678,18.63937540161916,1090.8354603479374,20.0,30.0,1.5,30,R

89.91096496582031,42,37,2512,2519,14,21,2515.7784839455253,17.095962816112984,2.894474798976203,3.0352964032222474,0.4900527714981493,1.8600996732711792,1.5715599060058594,0.8567498922348022,0.35519498586654663,0.3387158215045929,-0.11469343304634094,5444.2822265625,9038.760998108946,196.883544921875,267.4844970703125,2516,17,2515,16,0,298.6394251511354,18.638385973804542,1106.3475145832203,20.0,30.0,1.5,30,R

89.91096496582031,73,66,2477,2486,13,22,2481.566550553749,17.22912687644626,4.435119580015094,5.0521204511250914,0.2844362389916988,2.27227520942688,2.0794243812561035,1.1983784437179565,0.22629012167453766,0.1986539661884308,-0.02548043429851532,12260.1396484375,17536.67277547064,302.5125427246094,343.60174560546875,2482,17,2482,17,0,298.63384770250684,18.638716979346746,1108.9820676869563,20.0,30.0,1.5,30,R

89.91096496582031,34,29,1902,1908,19,24,1904.8252801379522,21.567721456422618,2.909350452537181,1.988215527271107,0.4866873275825476,1.7660260200500488,1.3336858749389648,0.4064827263355255,0.35839515924453735,0.5244386792182922,-0.17546023428440094,4551.75390625,8130.842092118532,188.38803100585938,226.08319091796875,1904,21,1907,22,0,298.5398255166332,18.644604526839164,1079.0865320428354,20.0,30.0,1.5,30,R

89.91096496582031,29,26,2342,2347,23,29,2344.55357647946,26.080586428411785,1.7461262794363872,2.3789301505337477,-0.0485773237847269,1.5435794591903687,1.3200072050094604,-1.4946259260177612,0.5730217695236206,0.4205959439277649,0.023402003571391106,3781.658203125,7933.814976986341,184.19163513183594,214.13714599609375,2345,26,2345,25,0,298.61159182729114,18.641326139297632,1057.5868683663953,20.0,30.0,1.5,30,R

89.91096496582031,9,9,3021,3023,26,29,3021.8736149055735,27.544209943198823,0.5362091071060197,1.0822051457008945,0.3792105193689361,1.1298068761825562,0.5847655534744263,1.097380518913269,2.47934889793396,1.2284634113311768,-1.7375544309616089,915.7017822265625,7441.741540511514,112.72406005859375,144.0472412109375,3021,27,3022,26,0,298.72204142763286,18.635394736825152,1051.766994675362,20.0,30.0,1.5,30,R

89.91096496582031,60,51,1452,1461,22,30,1456.3720214936752,25.99048069131611,4.817985257944301,3.4241444688254763,0.8924010674925889,2.2920196056365967,1.7288076877593994,0.4538899064064026,0.21808312833309174,0.30685657262802124,-0.11367371678352356,9193.0205078125,17892.705370850912,267.152099609375,324.0006103515625,1457,26,1457,26,0,298.4667030441497,18.649323816313043,1059.1925445568465,20.0,30.0,1.5,30,R

89.91096496582031,36,29,98,107,25,32,102.05574550646332,28.412521123123586,5.307143403697541,3.3475467350714787,2.835433082273367,2.706897258758545,1.1521273851394653,0.6190434098243713,0.3441772162914276,0.5456526875495911,-0.5830487608909607,3803.80322265625,12213.999211281709,141.96548461914062,183.139892578125,100,27,99,28,0,298.24564331124617,18.661776513712827,1051.8135216338912,20.0,30.0,1.5,30,R

89.91096496582031,236,225,1196,1213,15,32,1204.733426757082,22.795608511231812,10.558407172315441,10.579650852822432,3.3384524941178597,3.729275941848755,2.6889700889587402,0.7869889736175537,0.1052083969116211,0.10499714314937592,-0.06639789044857025,121908.046875,136228.446107083,1953.2158203125,2131.83544921875,1204,22,1204,22,0,298.42560789550635,18.651087212267452,1110.042639668867,20.0,30.0,1.5,30,R

