DataNum,NumSources,AvgRA,AvgDec,AvgFlux,FluxErr,InstruMag,MaxPeak,a_Avg,b_Avg,thetaAvg
1000000.0,10.0,298.50837390000004,18.63099377,4000.0,9.678397682810491,-9.005149978319906,129.249527,2.0,2.0,0.5
